eventid,date,country,iso_code,region,prov_state,city,latitude,longitude,attack_type,target_type,group,weapon_type,killed,wounded
2.01804E+11,4/26/18,Afghanistan,AFG,South Asia,Takhar,Yangi Qala,37.465556,69.611111,Unknown,Government (General),Taliban,Unknown,3,6
2.0181E+11,10/15/18,Afghanistan,AFG,South Asia,Takhar,Yangi Qala district,37.451546,69.664698,Bombing/Explosion,Private Citizens & Property,Taliban,Explosives,0,11
2.0181E+11,10/20/18,Afghanistan,AFG,South Asia,Takhar,Yangi Qala district,37.451546,69.664698,Unknown,Government (General),Taliban,Unknown,1,3
2.0181E+11,10/20/18,Afghanistan,AFG,South Asia,Takhar,Yangi Qala district,37.451546,69.664698,Unknown,Government (General),Taliban,Unknown,1,2
2.0181E+11,10/20/18,Afghanistan,AFG,South Asia,Takhar,Yangi Qala district,37.451546,69.664698,Unknown,Government (General),Taliban,Unknown,1,2
2.01812E+11,12/1/18,Afghanistan,AFG,South Asia,Takhar,Hazaraha,37.43636,69.695754,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,4,0
2.01805E+11,5/1/18,Afghanistan,AFG,South Asia,Badakhshan,Kohistan district,37.421111,70.656111,Unknown,Police,Taliban,Unknown,17,9
2.01805E+11,5/3/18,Afghanistan,AFG,South Asia,Badakhshan,Kohistan district,37.421111,70.656111,Unknown,Private Citizens & Property,Taliban,Unknown,5,3
2.01802E+11,2/8/18,Afghanistan,AFG,South Asia,Takhar,Alamjar,37.420974,69.504237,Armed Assault,Police,Taliban,Firearms,2,1
2.0181E+11,10/11/18,Afghanistan,AFG,South Asia,Jawzjan,Qarqin district,37.419001,66.028936,Unknown,Private Citizens & Property,Taliban,Unknown,6,
2.01806E+11,6/28/18,Afghanistan,AFG,South Asia,Takhar,Yatem Tepa,37.401805,69.88907,Unknown,Police,Taliban,Unknown,16,1
2.01809E+11,9/30/18,Afghanistan,AFG,South Asia,Jawzjan,Deo Qala,37.35779,65.739854,Bombing/Explosion,Police,Unknown,Explosives,1,1
2.01809E+11,9/9/18,Afghanistan,AFG,South Asia,Jawzjan,Khamyab district,37.354543,65.720992,Hostage Taking (Kidnapping),Government (General),Taliban,Firearms,15,11
2.01809E+11,9/30/18,Afghanistan,AFG,South Asia,Badakhshan,Dawing,37.344722,70.135,Armed Assault,Police,Taliban,Firearms,1,6
2.01809E+11,9/28/18,Afghanistan,AFG,South Asia,Takhar,Khwaja Baha Wuddin district,37.340282,69.536772,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,3,4
2.01805E+11,5/3/18,Afghanistan,AFG,South Asia,Takhar,Khwaja Baha Wuddin district,37.339167,69.5825,Unarmed Assault,Educational Institution,Unknown,Chemical,0,45
2.01811E+11,11/1/18,Afghanistan,AFG,South Asia,Badakhshan,Shewa,37.302321,70.844742,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,5,1
2.01809E+11,9/12/18,Afghanistan,AFG,South Asia,Jawzjan,Khamyab district,37.289748,65.707884,Armed Assault,Police,Taliban,Firearms,3,10
2.01809E+11,9/15/18,Afghanistan,AFG,South Asia,Jawzjan,Dinar,37.287371,66.148205,Unknown,Police,Taliban,Unknown,12,7
2.01811E+11,11/1/18,Afghanistan,AFG,South Asia,Badakhshan,Shewa,37.282894,70.841144,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,5,1
2.01809E+11,9/15/18,Afghanistan,AFG,South Asia,Jawzjan,Yazariq,37.281214,66.087171,Unknown,Police,Taliban,Unknown,12,8
2.01809E+11,9/23/18,Afghanistan,AFG,South Asia,Balkh,Toqi,37.243848,67.098836,Bombing/Explosion,Police,Unknown,Explosives,1,4
2.01808E+11,8/13/18,Afghanistan,AFG,South Asia,Takhar,Arab Kakal,37.240556,69.474167,Bombing/Explosion,Private Citizens & Property,Taliban,Explosives,5,6
2.01812E+11,12/29/18,Afghanistan,AFG,South Asia,Kunduz,Alif Berdy,37.197711,68.975706,Unknown,Military,Taliban,Unknown,1,1
2.0181E+11,10/18/18,Afghanistan,AFG,South Asia,Kunduz,Naw Abad,37.19418,69.058552,Unknown,Police,Taliban,Unknown,2,2
2.01802E+11,2/13/18,Afghanistan,AFG,South Asia,Kunduz,Ashkali,37.191389,69.033333,Bombing/Explosion,Private Citizens & Property,Taliban,Explosives,1,3
2.01804E+11,4/18/18,Afghanistan,AFG,South Asia,Kunduz,Shir Khan Bandar,37.189932,68.609668,Bombing/Explosion,Unknown,Taliban,Explosives,2,0
2.01804E+11,4/2/18,Afghanistan,AFG,South Asia,Kunduz,Imam Sahib district,37.184444,68.914444,Bombing/Explosion,Police,Unknown,Explosives,1,4
2.01806E+11,6/22/18,Afghanistan,AFG,South Asia,Kunduz,Imam Sahib,37.181767,68.911302,Armed Assault,Military,Taliban,Firearms,4,3
2.01808E+11,8/13/18,Afghanistan,AFG,South Asia,Takhar,Dashti Qala district,37.16784,69.415799,Facility/Infrastructure Attack,Maritime,Taliban,Incendiary,12,5
2.01806E+11,6/29/18,Afghanistan,AFG,South Asia,Takhar,Aye-Khanum,37.166863,69.412958,Hostage Taking (Kidnapping),Police,Taliban,Firearms,6,2
2.01811E+11,11/4/18,Afghanistan,AFG,South Asia,Takhar,Dashti Qala district,37.160901,69.445486,Bombing/Explosion,Police,Taliban,Explosives,1,1
2.01807E+11,7/19/18,Afghanistan,AFG,South Asia,Kunduz,Emamuddin,37.155165,68.839359,Unknown,Police,Taliban,Unknown,22,20
2.01805E+11,5/30/18,Afghanistan,AFG,South Asia,Takhar,Dashti Qala,37.15411,69.433907,Hostage Taking (Kidnapping),Police,Taliban,Unknown,13,3
2.01812E+11,12/29/18,Afghanistan,AFG,South Asia,Takhar,Dashti Qala district,37.146938,69.444901,Hostage Taking (Kidnapping),Private Citizens & Property,Taliban,Unknown,1,0
2.01801E+11,1/12/18,Afghanistan,AFG,South Asia,Kunduz,Joyee Begum,37.143234,68.949093,Armed Assault,Police,Taliban,Firearms,5,4
2.01801E+11,1/12/18,Afghanistan,AFG,South Asia,Kunduz,Joyee Begum,37.143234,68.949093,Armed Assault,Police,Taliban,Firearms,4,4
2.01803E+11,3/15/18,Afghanistan,AFG,South Asia,Kunduz,Joyee Begum,37.143234,68.949093,Unknown,Military,Taliban,Unknown,2,3
2.01807E+11,7/17/18,Afghanistan,AFG,South Asia,Kunduz,Joyee Begum,37.143234,68.949093,Armed Assault,Police,Taliban,Firearms,1,1
2.01802E+11,2/23/18,Afghanistan,AFG,South Asia,Kunduz,Kunjak,37.122898,68.988524,Armed Assault,Police,Taliban,Firearms,4,4
2.01804E+11,4/12/18,Afghanistan,AFG,South Asia,Kunduz,Imam Sahib district,37.115149,68.772348,Armed Assault,Police,Taliban,Firearms,3,9
2.0181E+11,10/13/18,Afghanistan,AFG,South Asia,Takhar,Rustaq district,37.109103,69.918964,Bombing/Explosion,Private Citizens & Property,Taliban,Explosives,22,36
2.01805E+11,5/12/18,Afghanistan,AFG,South Asia,Kunduz,Dashti Archi,37.108462,69.162231,Armed Assault,Government (General),Taliban,Firearms,12,9
2.01811E+11,11/9/18,Afghanistan,AFG,South Asia,Badakhshan,Faizabad,37.10783,70.567562,Unknown,Police,Taliban,Unknown,4,3
2.01805E+11,5/1/18,Afghanistan,AFG,South Asia,Badakhshan,Shahada district,37.104167,71.163611,Armed Assault,Police,Taliban,Firearms,5,3
2.01806E+11,6/22/18,Afghanistan,AFG,South Asia,Kunduz,Imam Sahib district,37.0865,68.866807,Armed Assault,Police,Taliban,Firearms,3,3
2.01806E+11,6/22/18,Afghanistan,AFG,South Asia,Kunduz,Imam Sahib district,37.0865,68.866807,Armed Assault,Police,Taliban,Firearms,3,2
2.01806E+11,6/25/18,Afghanistan,AFG,South Asia,Kunduz,Imam Sahib district,37.0865,68.866807,Unknown,Military,Taliban,Unknown,28,12
2.01812E+11,12/14/18,Afghanistan,AFG,South Asia,Balkh,Dawlatabad district,37.05717,66.812179,Armed Assault,Terrorists/Non-State Militia,Taliban,Firearms,5,5
2.01804E+11,4/11/18,Afghanistan,AFG,South Asia,Jawzjan,Mardyan district,37.051944,66.328611,Hostage Taking (Kidnapping),Private Citizens & Property,Taliban,Firearms,1,0
2.0181E+11,10/13/18,Afghanistan,AFG,South Asia,Jawzjan,Unknown,37.046634,65.94819,Hostage Taking (Kidnapping),Educational Institution,Taliban,Firearms,1,0
2.01802E+11,2/19/18,Afghanistan,AFG,South Asia,Kunduz,Sakhsa Kol,37.042953,68.471804,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,4,0
2.01805E+11,5/28/18,Afghanistan,AFG,South Asia,Takhar,Gurtapa,37.040988,69.432505,Unknown,Police,Taliban,Unknown,1,2
2.01801E+11,1/10/18,Afghanistan,AFG,South Asia,Kunduz,Amir Muhammad,37.040097,69.170531,Armed Assault,Police,Taliban,Firearms,2,1
2.01811E+11,11/10/18,Afghanistan,AFG,South Asia,Faryab,Yaga Lenga,37.04,64.94,Armed Assault,Police,Taliban,Firearms,1,2
2.01809E+11,9/7/18,Afghanistan,AFG,South Asia,Jawzjan,Mangajek district,37.037382,66.026229,Armed Assault,Police,Taliban,Firearms,7,
2.01809E+11,9/10/18,Afghanistan,AFG,South Asia,Kunduz,Bandar,37.036714,69.170109,Armed Assault,Police,Taliban,Explosives,5,4
2.01809E+11,9/10/18,Afghanistan,AFG,South Asia,Kunduz,Bandar,37.036714,69.170109,Armed Assault,Police,Taliban,Explosives,4,4
2.01809E+11,9/10/18,Afghanistan,AFG,South Asia,Kunduz,Bandar,37.036714,69.170109,Armed Assault,Police,Taliban,Explosives,4,3
2.01809E+11,9/10/18,Afghanistan,AFG,South Asia,Kunduz,Bandar,37.036714,69.170109,Armed Assault,Police,Taliban,Explosives,4,3
2.01809E+11,9/10/18,Afghanistan,AFG,South Asia,Kunduz,Bandar,37.036714,69.170109,Armed Assault,Police,Taliban,Explosives,3,3
2.01809E+11,9/10/18,Afghanistan,AFG,South Asia,Kunduz,Bandar,37.036714,69.170109,Armed Assault,Police,Taliban,Explosives,3,3
2.01803E+11,3/1/18,Afghanistan,AFG,South Asia,Faryab,Qurghan district,37.035833,64.942222,Assassination,Violent Political Party,Unknown,Explosives,2,1
2.01801E+11,1/10/18,Afghanistan,AFG,South Asia,Kunduz,Haji Mohib,37.034852,69.159884,Armed Assault,Police,Taliban,Firearms,3,1
2.01812E+11,12/1/18,Afghanistan,AFG,South Asia,Faryab,Qurghan district,37.029297,64.982388,Armed Assault,Military,Taliban,Firearms,9,17
2.01803E+11,3/8/18,Afghanistan,AFG,South Asia,Takhar,Khwaja Ghar district,37.018056,69.397778,Unknown,Police,Taliban,Unknown,17,12
2.01803E+11,3/16/18,Afghanistan,AFG,South Asia,Takhar,Khwaja Ghar district,37.018056,69.397778,Armed Assault,Military,Taliban,Firearms,2,9
2.01804E+11,4/28/18,Afghanistan,AFG,South Asia,Takhar,Khwaja Ghar district,37.018056,69.397778,Unknown,Police,Taliban,Unknown,1,1
2.01804E+11,4/28/18,Afghanistan,AFG,South Asia,Takhar,Khwaja Ghar district,37.018056,69.397778,Unknown,Police,Taliban,Unknown,0,1
2.01805E+11,5/12/18,Afghanistan,AFG,South Asia,Badakhshan,Unknown,37.012857,71.090266,Unknown,Military,Taliban,Unknown,15,
2.01811E+11,11/7/18,Afghanistan,AFG,South Asia,Kunduz,Dashti Archi district,37.011893,69.184137,Armed Assault,Military,Taliban,Firearms,4,
2.0181E+11,10/12/18,Afghanistan,AFG,South Asia,Kunduz,Qarluq,37.00891,69.159593,Armed Assault,Military,Taliban,Firearms,16,6
2.01809E+11,9/5/18,Afghanistan,AFG,South Asia,Takhar,Kandahar Qeshlaq,37.006039,69.388005,Armed Assault,Police,Taliban,Firearms,8,0
2.01808E+11,8/5/18,Afghanistan,AFG,South Asia,Badakhshan,Baharak district,37.003885,70.871453,Armed Assault,Private Citizens & Property,Taliban,Firearms,3,5
2.0181E+11,10/20/18,Afghanistan,AFG,South Asia,Badakhshan,Baharak district,37.002908,70.870823,Bombing/Explosion,Government (General),Taliban,Explosives,0,8
2.01804E+11,4/9/18,Afghanistan,AFG,South Asia,Kunduz,Dashti Archi district,37.002051,69.177369,Armed Assault,Police,Taliban,Firearms,2,2
2.01805E+11,5/10/18,Afghanistan,AFG,South Asia,Takhar,Khwaja Ghar district,37.001547,69.416505,Facility/Infrastructure Attack,Telecommunication,Unknown,Incendiary,0,0
2.01811E+11,11/15/18,Afghanistan,AFG,South Asia,Kunduz,Qalay-i-Zal district,36.999414,68.446418,Bombing/Explosion,Military,Unknown,Explosives,3,2
2.01807E+11,7/30/18,Afghanistan,AFG,South Asia,Kunduz,Dashti Archi district,36.99847,69.175031,Bombing/Explosion,Unknown,Taliban,Explosives,5,3
2.01811E+11,11/8/18,Afghanistan,AFG,South Asia,Takhar,Darwaza Kon,36.994096,69.404396,Armed Assault,Military,Taliban,Firearms,19,12
2.01812E+11,12/29/18,Afghanistan,AFG,South Asia,Balkh,Dawlatabad district,36.988924,66.820053,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,2,2
2.01812E+11,12/29/18,Afghanistan,AFG,South Asia,Balkh,Dawlatabad district,36.988924,66.823261,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,0,0
2.01802E+11,2/14/18,Afghanistan,AFG,South Asia,Kunduz,Dashti Archi district,36.9881,69.162408,Armed Assault,Military,Taliban,Firearms,3,2
2.01807E+11,7/12/18,Afghanistan,AFG,South Asia,Kunduz,Qarluq,36.988097,69.173839,Armed Assault,Military,Taliban,Explosives,31,2
2.01801E+11,1/24/18,Afghanistan,AFG,South Asia,Kunduz,Dashti Archi district,36.987072,69.168225,Bombing/Explosion,Unknown,Unknown,Explosives,1,2
2.01804E+11,4/28/18,Afghanistan,AFG,South Asia,Kunduz,Aq Tapa,36.968241,68.568843,Armed Assault,Government (General),Taliban,Firearms,9,4
2.01805E+11,5/21/18,Afghanistan,AFG,South Asia,Kunduz,Aq Tapa,36.968241,68.568843,Armed Assault,Police,Taliban,Firearms,11,
2.01806E+11,6/11/18,Afghanistan,AFG,South Asia,Kunduz,Aq Tapa,36.968241,68.568843,Unknown,Military,Taliban,Unknown,15,
2.01807E+11,7/15/18,Afghanistan,AFG,South Asia,Kunduz,Aq Tapa,36.968241,68.568843,Unknown,Military,Taliban,Unknown,7,
2.01809E+11,9/17/18,Afghanistan,AFG,South Asia,Kunduz,Aq Tapa,36.968241,68.568843,Hostage Taking (Kidnapping),Private Citizens & Property,Taliban,Unknown,7,1
2.01809E+11,9/19/18,Afghanistan,AFG,South Asia,Kunduz,Aq Tapa,36.968241,68.568843,Armed Assault,Military,Taliban,Firearms,8,2
2.01811E+11,11/9/18,Afghanistan,AFG,South Asia,Kunduz,Aq Tapa,36.968241,68.568843,Unknown,Government (General),Taliban,Unknown,10,11
2.01811E+11,11/15/18,Afghanistan,AFG,South Asia,Kunduz,Aq Tapa,36.968241,68.568843,Unknown,Military,Taliban,Unknown,4,5
2.01804E+11,4/26/18,Afghanistan,AFG,South Asia,Kunduz,Qurlaq,36.963611,69.157222,Armed Assault,Military,Taliban,Firearms,29,17
2.01807E+11,7/12/18,Afghanistan,AFG,South Asia,Kunduz,Pul-e-Momin,36.959847,69.189168,Armed Assault,Military,Taliban,Explosives,42,11
2.01806E+11,6/18/18,Afghanistan,AFG,South Asia,Kunduz,Dashti Archi district,36.958444,69.179832,Armed Assault,Military,Taliban,Firearms,11,7
2.01811E+11,11/15/18,Afghanistan,AFG,South Asia,Kunduz,Tapi Afghan,36.947485,68.560601,Unknown,Military,Taliban,Unknown,4,4
2.01811E+11,11/15/18,Afghanistan,AFG,South Asia,Kunduz,Gansh,36.94711,68.56161,Unknown,Military,Taliban,Unknown,4,5
2.01811E+11,11/15/18,Afghanistan,AFG,South Asia,Kunduz,Mazar,36.944105,68.562041,Unknown,Military,Taliban,Unknown,4,4
2.01803E+11,3/4/18,Afghanistan,AFG,South Asia,Jawzjan,Qurshangor,36.934167,66.113889,Bombing/Explosion,Unknown,Taliban,Explosives,4,0
2.01809E+11,9/2/18,Afghanistan,AFG,South Asia,Jawzjan,Aqcha district,36.930729,66.205991,Armed Assault,Terrorists/Non-State Militia,Taliban,Firearms,7,4
2.0181E+11,10/10/18,Afghanistan,AFG,South Asia,Faryab,Qorghan,36.918585,65.163015,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,1
2.01811E+11,11/7/18,Afghanistan,AFG,South Asia,Jawzjan,Kulahbaf,36.917417,66.206769,Unknown,Police,Taliban,Unknown,3,3
2.01806E+11,6/5/18,Afghanistan,AFG,South Asia,Jawzjan,Aqcha district,36.914609,66.205025,Bombing/Explosion,Terrorists/Non-State Militia,Unknown,Explosives,2,
2.01804E+11,4/5/18,Afghanistan,AFG,South Asia,Jawzjan,Aqcha district,36.903889,66.207778,Armed Assault,Terrorists/Non-State Militia,Taliban,Firearms,2,1
2.01803E+11,3/1/18,Afghanistan,AFG,South Asia,Jawzjan,Aqcha district,36.901498,66.18317,Armed Assault,Terrorists/Non-State Militia,Unknown,Firearms,2,0
2.0181E+11,10/20/18,Afghanistan,AFG,South Asia,Jawzjan,Unknown,36.89843,65.664031,Bombing/Explosion,Government (General),Unknown,Explosives,0,2
2.01804E+11,4/15/18,Afghanistan,AFG,South Asia,Kunduz,Qalay-i-Zal district,36.897222,68.361667,Armed Assault,Police,Taliban,Firearms,5,9
2.01805E+11,5/2/18,Afghanistan,AFG,South Asia,Jawzjan,Unknown,36.896969,65.665857,Hostage Taking (Kidnapping),Government (General),Taliban,Firearms,0,70
2.01807E+11,7/12/18,Afghanistan,AFG,South Asia,Kunduz,Pul-e-Momin,36.896456,69.298135,Facility/Infrastructure Attack,Transportation,Taliban,Unknown,0,0
2.01806E+11,6/9/18,Afghanistan,AFG,South Asia,Kunduz,Qalay-i-Zal district,36.891713,68.354234,Unknown,Police,Taliban,Unknown,27,14
2.0181E+11,10/6/18,Afghanistan,AFG,South Asia,Kunduz,Surkh Betal,36.888175,68.429321,Armed Assault,Police,Taliban,Explosives,10,8
2.0181E+11,10/10/18,Afghanistan,AFG,South Asia,Kunduz,Surkh Betal,36.888175,68.429321,Armed Assault,Police,Taliban,Firearms,21,22
2.0181E+11,10/16/18,Afghanistan,AFG,South Asia,Kunduz,Kolokh Tepai,36.888175,68.429321,Armed Assault,Police,Taliban,Firearms,2,2
2.0181E+11,10/16/18,Afghanistan,AFG,South Asia,Kunduz,Khost Tepai,36.888175,68.429321,Armed Assault,Police,Taliban,Firearms,2,2
2.01812E+11,12/8/18,Afghanistan,AFG,South Asia,Kunduz,Qalay-i-Zal district,36.888113,68.429367,Bombing/Explosion,Unknown,Taliban,Explosives,4,0
2.0181E+11,10/12/18,Afghanistan,AFG,South Asia,Kunduz,Qalay-i-Zal district,36.886556,68.429807,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,6,0
2.0181E+11,10/27/18,Afghanistan,AFG,South Asia,Badakhshan,Mushatel,36.874457,70.454194,Armed Assault,Police,Taliban,Firearms,6,5
2.01805E+11,5/4/18,Afghanistan,AFG,South Asia,Badakhshan,Keshoo,36.871944,70.466389,Armed Assault,Terrorists/Non-State Militia,Taliban,Firearms,3,2
2.01812E+11,12/1/18,Afghanistan,AFG,South Asia,Faryab,Andkhoy district,36.870506,65.272961,Armed Assault,Military,Taliban,Firearms,9,18
2.01809E+11,9/28/18,Afghanistan,AFG,South Asia,Jawzjan,Shah Mirzayi,36.84741,66.129286,Bombing/Explosion,Police,Unknown,Explosives,2,2
2.01809E+11,9/13/18,Afghanistan,AFG,South Asia,Balkh,Chahar Bolak district,36.840705,66.655861,Armed Assault,Police,Taliban,Firearms,3,7
2.01809E+11,9/17/18,Afghanistan,AFG,South Asia,Balkh,Chahar Bolak district,36.840705,66.655861,Armed Assault,Police,Taliban,Firearms,9,1
2.01808E+11,8/27/18,Afghanistan,AFG,South Asia,Faryab,Yusof Mirzai,36.839711,65.141344,Armed Assault,Police,Taliban,Firearms,4,10
2.01812E+11,12/8/18,Afghanistan,AFG,South Asia,Balkh,Gortipa,36.839116,66.643162,Unknown,Police,Taliban,Unknown,3,1
2.01806E+11,6/3/18,Afghanistan,AFG,South Asia,Jawzjan,Chaksh,36.829106,66.273563,Assassination,Government (General),Taliban,Firearms,2,0
2.01807E+11,7/3/18,Afghanistan,AFG,South Asia,Takhar,Baharak district,36.828355,69.395233,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,8,7
2.01806E+11,6/5/18,Afghanistan,AFG,South Asia,Jawzjan,Mingajik,36.815365,65.663595,Armed Assault,Military,Taliban,Firearms,1,0
2.0181E+11,10/13/18,Afghanistan,AFG,South Asia,Balkh,Chahar Bolak district,36.812363,66.65451,Unknown,Police,Taliban,Unknown,6,5
2.01804E+11,4/21/18,Afghanistan,AFG,South Asia,Balkh,Chahar Bolak district,36.809,66.661838,Unknown,Private Citizens & Property,Taliban,Unknown,2,7
2.01805E+11,5/22/18,Afghanistan,AFG,South Asia,Kunduz,Kunduz district,36.806324,68.84099,Armed Assault,Government (General),Taliban,Firearms,0,2
2.01812E+11,12/12/18,Afghanistan,AFG,South Asia,Badakhshan,Souch,36.800889,70.828015,Unknown,Military,Taliban,Unknown,6,4
2.01804E+11,4/30/18,Afghanistan,AFG,South Asia,Balkh,Balkh district,36.799673,66.88299,Unknown,Police,Taliban,Unknown,4,
2.01804E+11,4/9/18,Afghanistan,AFG,South Asia,Faryab,Qaramqol district,36.793056,64.963056,Bombing/Explosion,Military,Unknown,Explosives,2,1
2.01805E+11,5/1/18,Afghanistan,AFG,South Asia,Badakhshan,Tashkan district,36.786418,70.365127,Armed Assault,Police,Taliban,Firearms,16,27
2.01802E+11,2/14/18,Afghanistan,AFG,South Asia,Badakhshan,Sheikh Wali,36.773267,70.85197,Unknown,Military,Taliban,Unknown,0,0
2.01804E+11,4/28/18,Afghanistan,AFG,South Asia,Badakhshan,Tashkan district,36.77,70.395833,Armed Assault,Police,Taliban,Firearms,9,10
2.01812E+11,12/30/18,Afghanistan,AFG,South Asia,Balkh,Sabzi Karha,36.76978,66.697738,Armed Assault,Police,Taliban,Firearms,1,0
2.01811E+11,11/13/18,Afghanistan,AFG,South Asia,Balkh,Unknown,36.768961,66.583831,Hijacking,Business,Taliban,Incendiary,0,0
2.0181E+11,10/15/18,Afghanistan,AFG,South Asia,Badakhshan,Chongai,36.764893,70.844222,Armed Assault,Private Citizens & Property,Unknown,Firearms,0,3
2.01804E+11,4/30/18,Afghanistan,AFG,South Asia,Jawzjan,Unknown,36.760504,65.870479,Hostage Taking (Kidnapping),Police,Taliban,Firearms,1,
2.0181E+11,10/3/18,Afghanistan,AFG,South Asia,Jawzjan,Fayzabad district,36.76036,66.364313,Unknown,Military,Unknown,Unknown,3,2
2.0181E+11,10/16/18,Afghanistan,AFG,South Asia,Jawzjan,Fayzabad district,36.76036,66.364313,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,5
2.0181E+11,10/20/18,Afghanistan,AFG,South Asia,Jawzjan,Fayzabad district,36.76036,66.364313,Unknown,Government (General),Taliban,Unknown,1,3
2.0181E+11,10/29/18,Afghanistan,AFG,South Asia,Jawzjan,Fayzabad district,36.76036,66.364313,Unknown,Police,Taliban,Unknown,1,1
2.01806E+11,6/13/18,Afghanistan,AFG,South Asia,Badakhshan,Sheikh Wali,36.759716,70.888556,Armed Assault,Military,Taliban,Firearms,26,3
2.01812E+11,12/12/18,Afghanistan,AFG,South Asia,Jawzjan,Haider Abad,36.746682,66.397574,Armed Assault,Military,Taliban,Firearms,3,0
2.01808E+11,8/23/18,Afghanistan,AFG,South Asia,Badakhshan,Unknown,36.734773,70.811995,Armed Assault,Police,Unknown,Firearms,2,0
2.01801E+11,1/17/18,Afghanistan,AFG,South Asia,Takhar,Taluqan,36.73346,69.537757,Bombing/Explosion,Unknown,Taliban,Explosives,0,0
2.01805E+11,5/10/18,Afghanistan,AFG,South Asia,Takhar,Taluqan,36.73346,69.537757,Armed Assault,Government (General),Unknown,Firearms,0,0
2.01812E+11,12/31/18,Afghanistan,AFG,South Asia,Takhar,Taluqan,36.73346,69.537757,Assassination,Police,Unknown,Explosives,1,3
2.0181E+11,10/1/18,Afghanistan,AFG,South Asia,Takhar,Qara Hindi,36.733125,69.538649,Armed Assault,Terrorists/Non-State Militia,Taliban,Firearms,6,3
2.01806E+11,6/1/18,Afghanistan,AFG,South Asia,Kunduz,Kunduz,36.732354,68.915802,Assassination,Police,Taliban,Firearms,2,1
2.01803E+11,3/8/18,Afghanistan,AFG,South Asia,Kunduz,Unknown,36.728551,68.867898,Hostage Taking (Kidnapping),Private Citizens & Property,Taliban,Melee,0,2
2.01803E+11,3/10/18,Afghanistan,AFG,South Asia,Kunduz,Ramazan,36.728551,68.867898,Armed Assault,Police,Taliban,Firearms,4,7
2.01811E+11,11/20/18,Afghanistan,AFG,South Asia,Kunduz,Unknown,36.728551,68.867898,Hostage Taking (Kidnapping),Military,Taliban,Unknown,2,0
2.01808E+11,8/12/18,Afghanistan,AFG,South Asia,Balkh,Aliabad,36.727388,66.766506,Armed Assault,Police,Taliban,Firearms,4,1
2.01806E+11,6/24/18,Afghanistan,AFG,South Asia,Kunduz,Juma,36.715368,68.760835,Armed Assault,Police,Taliban,Firearms,5,5
2.01804E+11,4/4/18,Afghanistan,AFG,South Asia,Balkh,Mazari Sharif,36.70993,67.115696,Assassination,Violent Political Party,Unknown,Firearms,1,0
2.01805E+11,5/16/18,Afghanistan,AFG,South Asia,Balkh,Mazari Sharif,36.70993,67.115696,Armed Assault,Government (General),Unknown,Firearms,1,0
2.01809E+11,9/1/18,Afghanistan,AFG,South Asia,Balkh,Mazari Sharif,36.70993,67.115696,Armed Assault,Religious Figures/Institutions,Unknown,Firearms,1,0
2.0181E+11,10/10/18,Afghanistan,AFG,South Asia,Balkh,Mazari Sharif,36.70993,67.115696,Assassination,Government (General),Unknown,Firearms,0,2
2.01801E+11,1/16/18,Afghanistan,AFG,South Asia,Kunduz,Kunduz,36.705777,68.877063,Unknown,Military,Taliban,Unknown,7,7
2.01802E+11,2/25/18,Afghanistan,AFG,South Asia,Kunduz,Kunduz,36.705777,68.877063,Hostage Taking (Kidnapping),Police,Taliban,Firearms,1,0
2.01803E+11,3/19/18,Afghanistan,AFG,South Asia,Kunduz,Kunduz,36.705777,68.877063,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,2
2.01803E+11,3/27/18,Afghanistan,AFG,South Asia,Kunduz,Kunduz,36.705777,68.877063,Unknown,Police,Taliban,Unknown,3,2
2.01804E+11,4/16/18,Afghanistan,AFG,South Asia,Kunduz,Kunduz,36.705777,68.877063,Assassination,Police,Unknown,Firearms,1,0
2.01805E+11,5/15/18,Afghanistan,AFG,South Asia,Kunduz,Kunduz,36.705777,68.877063,Armed Assault,Government (General),Unknown,Firearms,2,0
2.0181E+11,10/15/18,Afghanistan,AFG,South Asia,Kunduz,Kunduz,36.705777,68.877063,Unknown,Military,Taliban,Unknown,3,0
2.0181E+11,10/20/18,Afghanistan,AFG,South Asia,Kunduz,Kunduz,36.705777,68.877063,Armed Assault,Government (General),Taliban,Incendiary,3,20
2.0181E+11,10/20/18,Afghanistan,AFG,South Asia,Kunduz,Kunduz,36.705777,68.877063,Bombing/Explosion,Private Citizens & Property,Taliban,Explosives,0,19
2.01811E+11,11/27/18,Afghanistan,AFG,South Asia,Kunduz,Kunduz,36.705777,68.877063,Armed Assault,Military,Taliban,Firearms,1,2
2.01811E+11,11/17/18,Afghanistan,AFG,South Asia,Kunduz,Charkh Ab,36.704283,68.907605,Unknown,Military,Taliban,Unknown,5,4
